from,to,value
PLCB1,ITPR1,3
PLCB2,ITPR1,3
PLCB3,ITPR1,3
PLCB4,ITPR1,3
PLCB1,ITPR2,3
PLCB2,ITPR2,3
PLCB3,ITPR2,3
PLCB4,ITPR2,3
PLCB1,ITPR3,3
PLCB2,ITPR3,3
PLCB3,ITPR3,3
PLCB4,ITPR3,3
GNA11,PLCB1,1
GNAQ,PLCB1,1
GNA11,PLCB2,1
GNAQ,PLCB2,1
GNA11,PLCB3,1
GNAQ,PLCB3,1
GNA11,PLCB4,1
GNAQ,PLCB4,1
CASR,GNA11,1
PTH1R,GNA11,1
CASR,GNAQ,1
PTH1R,GNAQ,1
GNAS,ADCY1,1
GNAI1,ADCY1,2
GNAI2,ADCY1,2
GNAI3,ADCY1,2
GNAS,ADCY2,1
GNAI1,ADCY2,2
GNAI2,ADCY2,2
GNAI3,ADCY2,2
GNAS,ADCY3,1
GNAI1,ADCY3,2
GNAI2,ADCY3,2
GNAI3,ADCY3,2
GNAS,ADCY5,1
GNAI1,ADCY5,2
GNAI2,ADCY5,2
GNAI3,ADCY5,2
GNAS,ADCY6,1
GNAI1,ADCY6,2
GNAI2,ADCY6,2
GNAI3,ADCY6,2
GNAS,ADCY7,1
GNAI1,ADCY7,2
GNAI2,ADCY7,2
GNAI3,ADCY7,2
GNAS,ADCY8,1
GNAI1,ADCY8,2
GNAI2,ADCY8,2
GNAI3,ADCY8,2
GNAS,ADCY9,1
GNAI1,ADCY9,2
GNAI2,ADCY9,2
GNAI3,ADCY9,2
GNAS,ADCY4,1
GNAI1,ADCY4,2
GNAI2,ADCY4,2
GNAI3,ADCY4,2
PTH1R,GNAS,1
ADCY1,PRKACA,3
ADCY2,PRKACA,3
ADCY3,PRKACA,3
ADCY5,PRKACA,3
ADCY6,PRKACA,3
ADCY7,PRKACA,3
ADCY8,PRKACA,3
ADCY9,PRKACA,3
ADCY4,PRKACA,3
ADCY1,PRKACB,3
ADCY2,PRKACB,3
ADCY3,PRKACB,3
ADCY5,PRKACB,3
ADCY6,PRKACB,3
ADCY7,PRKACB,3
ADCY8,PRKACB,3
ADCY9,PRKACB,3
ADCY4,PRKACB,3
ADCY1,PRKACG,3
ADCY2,PRKACG,3
ADCY3,PRKACG,3
ADCY5,PRKACG,3
ADCY6,PRKACG,3
ADCY7,PRKACG,3
ADCY8,PRKACG,3
ADCY9,PRKACG,3
ADCY4,PRKACG,3
GATA3,PTH,1
GCM1,PTH,1
GCM2,PTH,1
VDR,PTH,2
MAFB,PTH,1
SP1,PTH,1
EGR1,PTH,2
PTH,PTH1R,1
PTHLH,PTH1R,1
CASR,GNAI1,1
PTH1R,GNAI1,1
CASR,GNAI2,1
PTH1R,GNAI2,1
CASR,GNAI3,1
PTH1R,GNAI3,1
PTH1R,ARRB1,1
PTH1R,ARRB2,1
ARRB1,ARAF,1
ARRB2,ARAF,1
ARRB1,RAF1,1
ARRB2,RAF1,1
ARRB1,BRAF,1
ARRB2,BRAF,1
ARAF,MAP2K1,1
RAF1,MAP2K1,1
BRAF,MAP2K1,1
MAP2K1,MAPK1,1
EGFR,MAPK1,1
FGFR1,MAPK1,1
KL,MAPK1,1
MAP2K1,MAPK3,1
EGFR,MAPK3,1
FGFR1,MAPK3,1
KL,MAPK3,1
PLCB1,PRKCA,3
PLCB2,PRKCA,3
PLCB3,PRKCA,3
PLCB4,PRKCA,3
PLCB1,PRKCB,3
PLCB2,PRKCB,3
PLCB3,PRKCB,3
PLCB4,PRKCB,3
PLCB1,PRKCG,3
PLCB2,PRKCG,3
PLCB3,PRKCG,3
PLCB4,PRKCG,3
GNAI1,MMP24,1
GNAI2,MMP24,1
GNAI3,MMP24,1
GNAI1,MMP14,1
GNAI2,MMP14,1
GNAI3,MMP14,1
GNAI1,MMP15,1
GNAI2,MMP15,1
GNAI3,MMP15,1
GNAI1,MMP16,1
GNAI2,MMP16,1
GNAI3,MMP16,1
GNAI1,MMP17,1
GNAI2,MMP17,1
GNAI3,MMP17,1
GNAI1,MMP25,1
GNAI2,MMP25,1
GNAI3,MMP25,1
HBEGF,EGFR,1
PTH1R,GNA13,1
PTH1R,GNA12,1
GNA13,AKAP13,1
GNA12,AKAP13,1
GNA13,ARHGEF1,1
GNA12,ARHGEF1,1
GNA13,ARHGEF11,1
GNA12,ARHGEF11,1
AKAP13,RHOA,1
ARHGEF1,RHOA,1
ARHGEF11,RHOA,1
RHOA,PLD1,1
RHOA,PLD2,1
PRKACA,TRPV5,1
PRKACB,TRPV5,1
PRKACG,TRPV5,1
PRKCA,TRPV5,1
PRKCB,TRPV5,1
PRKCG,TRPV5,1
WNK1,TRPV5,1
WNK4,TRPV5,1
WNK3,TRPV5,1
WNK2,TRPV5,1
PRKACA,NHERF1,1
PRKACB,NHERF1,1
PRKACG,NHERF1,1
PRKCA,NHERF1,1
PRKCB,NHERF1,1
PRKCG,NHERF1,1
SLC34A2,NHERF1,3
SLC34A3,NHERF1,3
SLC34A1,NHERF1,3
SGK1,NHERF1,1
PRKACA,CYP27B1,1
PRKACB,CYP27B1,1
PRKACG,CYP27B1,1
MAPK1,CYP27B1,2
MAPK3,CYP27B1,2
PRKACA,CYP24A1,2
PRKACB,CYP24A1,2
PRKACG,CYP24A1,2
MAPK1,CYP24A1,1
MAPK3,CYP24A1,1
NR4A2,FGF23,1
CREB3,TNFSF11,1
CREB1,TNFSF11,1
ATF2,TNFSF11,1
ATF6B,TNFSF11,1
CREB3L4,TNFSF11,1
ATF4,TNFSF11,1
CREB3L2,TNFSF11,1
CREB3L3,TNFSF11,1
CREB3L1,TNFSF11,1
CREB5,TNFSF11,1
MEF2A,SOST,1
MEF2C,SOST,1
MEF2D,SOST,1
PRKACA,CREB3,1
PRKACB,CREB3,1
PRKACG,CREB3,1
PRKACA,CREB1,1
PRKACB,CREB1,1
PRKACG,CREB1,1
PRKACA,ATF2,1
PRKACB,ATF2,1
PRKACG,ATF2,1
PRKACA,ATF6B,1
PRKACB,ATF6B,1
PRKACG,ATF6B,1
PRKACA,CREB3L4,1
PRKACB,CREB3L4,1
PRKACG,CREB3L4,1
PRKACA,ATF4,1
PRKACB,ATF4,1
PRKACG,ATF4,1
PRKACA,CREB3L2,1
PRKACB,CREB3L2,1
PRKACG,CREB3L2,1
PRKACA,CREB3L3,1
PRKACB,CREB3L3,1
PRKACG,CREB3L3,1
PRKACA,CREB3L1,1
PRKACB,CREB3L1,1
PRKACG,CREB3L1,1
PRKACA,CREB5,1
PRKACB,CREB5,1
PRKACG,CREB5,1
CREB3,BCL2,1
CREB1,BCL2,1
ATF2,BCL2,1
ATF6B,BCL2,1
CREB3L4,BCL2,1
ATF4,BCL2,1
CREB3L2,BCL2,1
CREB3L3,BCL2,1
CREB3L1,BCL2,1
CREB5,BCL2,1
CREB3,CDKN1A,1
CREB1,CDKN1A,1
ATF2,CDKN1A,1
ATF6B,CDKN1A,1
CREB3L4,CDKN1A,1
ATF4,CDKN1A,1
CREB3L2,CDKN1A,1
CREB3L3,CDKN1A,1
CREB3L1,CDKN1A,1
CREB5,CDKN1A,1
CREB3,FOS,1
CREB1,FOS,1
ATF2,FOS,1
ATF6B,FOS,1
CREB3L4,FOS,1
ATF4,FOS,1
CREB3L2,FOS,1
CREB3L3,FOS,1
CREB3L1,FOS,1
CREB5,FOS,1
RUNX2,FOS,3
PRKACA,NACA,1
PRKACB,NACA,1
PRKACG,NACA,1
NACA,BGLAP,1
JUND,BGLAP,1
NACA,LRP6,1
JUND,LRP6,1
NACA,LRP5,1
JUND,LRP5,1
PRKACA,RUNX2,1
PRKACB,RUNX2,1
PRKACG,RUNX2,1
FOS,RUNX2,3
RUNX2,MMP13,1
NHERF1,SLC34A2,3
