from,to,weight
GLS2,GLUL,3
GLS2,CPS1,3
GLS2,GLUD1,3
GLS2,GLUD2,3
GLS,GLUL,3
GLS,CPS1,3
GLS,GLUD1,3
GLS,GLUD2,3
GLUL,GLS2,3
GLUL,GLS,3
GLUL,CAD,3
CPS1,OTC,3
OTC,ASS1,3
OTC,NOS1,3
OTC,NOS2,3
OTC,NOS3,3
ASS1,ASL,3
ASL,ARG1,3
ASL,ARG2,3
ASL,NOS1,3
ASL,NOS2,3
ASL,NOS3,3
ARG1,OTC,3
ARG2,OTC,3
ABHD14A-ACY1,OTC,3
ACY1,OTC,3
NOS1,ASS1,3
NOS1,ARG1,3
NOS1,ARG2,3
NOS2,ASS1,3
NOS2,ARG1,3
NOS2,ARG2,3
NOS3,ASS1,3
NOS3,ARG1,3
NOS3,ARG2,3
GLUD1,GLUL,3
GLUD1,CPS1,3
GLUD1,NAGS,3
GLUD2,GLUL,3
GLUD2,CPS1,3
GLUD2,NAGS,3
GOT1L1,NAGS,3
GOT1L1,GLUD1,3
GOT1L1,GLUD2,3
GOT1,NAGS,3
GOT1,GLUD1,3
GOT1,GLUD2,3
GOT2,NAGS,3
GOT2,GLUD1,3
GOT2,GLUD2,3
GPT,NAGS,3
GPT,GLUD1,3
GPT,GLUD2,3
GPT2,NAGS,3
GPT2,GLUD1,3
GPT2,GLUD2,3
CAD,OTC,3
