from,to,value
BCO1,ADH1A,3
RDH10,ADH1A,3
RDH11,ADH1A,3
RDH12,ADH1A,3
RDH13,ADH1A,3
RDH8,ADH1A,3
RDH16,ADH1A,3
DHRS9,ADH1A,3
DHRS4,ADH1A,3
DHRS4L2,ADH1A,3
DHRS3,ADH1A,3
PNPLA4,ADH1A,3
SDR16C5,ADH1A,3
HSD17B6,ADH1A,3
BCO1,ADH1B,3
RDH10,ADH1B,3
RDH11,ADH1B,3
RDH12,ADH1B,3
RDH13,ADH1B,3
RDH8,ADH1B,3
RDH16,ADH1B,3
DHRS9,ADH1B,3
DHRS4,ADH1B,3
DHRS4L2,ADH1B,3
DHRS3,ADH1B,3
PNPLA4,ADH1B,3
SDR16C5,ADH1B,3
HSD17B6,ADH1B,3
BCO1,ADH1C,3
RDH10,ADH1C,3
RDH11,ADH1C,3
RDH12,ADH1C,3
RDH13,ADH1C,3
RDH8,ADH1C,3
RDH16,ADH1C,3
DHRS9,ADH1C,3
DHRS4,ADH1C,3
DHRS4L2,ADH1C,3
DHRS3,ADH1C,3
PNPLA4,ADH1C,3
SDR16C5,ADH1C,3
HSD17B6,ADH1C,3
BCO1,ADH4,3
RDH10,ADH4,3
RDH11,ADH4,3
RDH12,ADH4,3
RDH13,ADH4,3
RDH8,ADH4,3
RDH16,ADH4,3
DHRS9,ADH4,3
DHRS4,ADH4,3
DHRS4L2,ADH4,3
DHRS3,ADH4,3
PNPLA4,ADH4,3
SDR16C5,ADH4,3
HSD17B6,ADH4,3
BCO1,ADH5,3
RDH10,ADH5,3
RDH11,ADH5,3
RDH12,ADH5,3
RDH13,ADH5,3
RDH8,ADH5,3
RDH16,ADH5,3
DHRS9,ADH5,3
DHRS4,ADH5,3
DHRS4L2,ADH5,3
DHRS3,ADH5,3
PNPLA4,ADH5,3
SDR16C5,ADH5,3
HSD17B6,ADH5,3
BCO1,ADH6,3
RDH10,ADH6,3
RDH11,ADH6,3
RDH12,ADH6,3
RDH13,ADH6,3
RDH8,ADH6,3
RDH16,ADH6,3
DHRS9,ADH6,3
DHRS4,ADH6,3
DHRS4L2,ADH6,3
DHRS3,ADH6,3
PNPLA4,ADH6,3
SDR16C5,ADH6,3
HSD17B6,ADH6,3
BCO1,ADH7,3
RDH10,ADH7,3
RDH11,ADH7,3
RDH12,ADH7,3
RDH13,ADH7,3
RDH8,ADH7,3
RDH16,ADH7,3
DHRS9,ADH7,3
DHRS4,ADH7,3
DHRS4L2,ADH7,3
DHRS3,ADH7,3
PNPLA4,ADH7,3
SDR16C5,ADH7,3
HSD17B6,ADH7,3
ADH1A,ALDH1A1,3
ADH1B,ALDH1A1,3
ADH1C,ALDH1A1,3
ADH4,ALDH1A1,3
ADH5,ALDH1A1,3
ADH6,ALDH1A1,3
ADH7,ALDH1A1,3
BCO1,ALDH1A1,3
RDH10,ALDH1A1,3
RDH11,ALDH1A1,3
RDH5,ALDH1A1,3
RDH12,ALDH1A1,3
RDH13,ALDH1A1,3
RDH8,ALDH1A1,3
RDH16,ALDH1A1,3
DHRS9,ALDH1A1,3
DHRS4,ALDH1A1,3
DHRS4L2,ALDH1A1,3
DHRS3,ALDH1A1,3
SDR16C5,ALDH1A1,3
HSD17B6,ALDH1A1,3
ADH1A,ALDH1A3,3
ADH1B,ALDH1A3,3
ADH1C,ALDH1A3,3
ADH4,ALDH1A3,3
ADH5,ALDH1A3,3
ADH6,ALDH1A3,3
