from,to,value
EIF4EBP1,EIF4E,2
EIF4EBP1,EIF4E1B,2
EIF4EBP1,EIF4E2,2
RPTOR,EIF4EBP1,2
MTOR,EIF4EBP1,2
MLST8,EIF4EBP1,2
RPS6KB1,RPS6,1
RPS6KB2,RPS6,1
RPS6KB1,EIF4B,1
RPS6KB2,EIF4B,1
MTOR,RPS6KB1,1
PDPK1,RPS6KB1,1
MTOR,RPS6KB2,1
PDPK1,RPS6KB2,1
RHEB,RPTOR,1
RHEB,MTOR,1
RHEB,MLST8,1
TSC2,RHEB,2
TSC1,RHEB,2
AKT3,TSC2,2
AKT1,TSC2,2
AKT2,TSC2,2
PRKAA1,TSC2,1
PRKAA2,TSC2,1
DDIT4,TSC2,1
AKT3,TSC1,2
AKT1,TSC1,2
AKT2,TSC1,2
PRKAA1,TSC1,1
PRKAA2,TSC1,1
DDIT4,TSC1,1
PDPK1,AKT3,1
PIK3CA,AKT3,3
PIK3CB,AKT3,3
PIK3CD,AKT3,3
PIK3R1,AKT3,3
PIK3R2,AKT3,3
PIK3R3,AKT3,3
PTEN,AKT3,3
THEM4,AKT3,2
PPP2R3B,AKT3,2
PPP2R3C,AKT3,2
PPP2CA,AKT3,2
PPP2CB,AKT3,2
PPP2R1A,AKT3,2
PPP2R1B,AKT3,2
PPP2R2A,AKT3,2
PPP2R2B,AKT3,2
PPP2R2C,AKT3,2
PPP2R3A,AKT3,2
PPP2R5A,AKT3,2
PPP2R5B,AKT3,2
PPP2R5C,AKT3,2
PPP2R5D,AKT3,2
PPP2R5E,AKT3,2
PPP2R2D,AKT3,2
HSP90AA1,AKT3,1
HSP90AB1,AKT3,1
HSP90B1,AKT3,1
CDC37,AKT3,1
CRTC2,AKT3,1
PHLPP2,AKT3,2
PHLPP1,AKT3,2
PIK3R6,AKT3,3
PIK3R5,AKT3,3
PIK3CG,AKT3,3
MTCP1,AKT3,1
TCL1A,AKT3,1
TCL1B,AKT3,1
PDPK1,AKT1,1
PIK3CA,AKT1,3
PIK3CB,AKT1,3
PIK3CD,AKT1,3
PIK3R1,AKT1,3
PIK3R2,AKT1,3
PIK3R3,AKT1,3
PTEN,AKT1,3
THEM4,AKT1,2
PPP2R3B,AKT1,2
PPP2R3C,AKT1,2
PPP2CA,AKT1,2
PPP2CB,AKT1,2
PPP2R1A,AKT1,2
PPP2R1B,AKT1,2
PPP2R2A,AKT1,2
PPP2R2B,AKT1,2
PPP2R2C,AKT1,2
PPP2R3A,AKT1,2
PPP2R5A,AKT1,2
PPP2R5B,AKT1,2
PPP2R5C,AKT1,2
PPP2R5D,AKT1,2
PPP2R5E,AKT1,2
PPP2R2D,AKT1,2
HSP90AA1,AKT1,1
HSP90AB1,AKT1,1
HSP90B1,AKT1,1
CDC37,AKT1,1
CRTC2,AKT1,1
PHLPP2,AKT1,2
PHLPP1,AKT1,2
PIK3R6,AKT1,3
PIK3R5,AKT1,3
PIK3CG,AKT1,3
MTCP1,AKT1,1
TCL1A,AKT1,1
TCL1B,AKT1,1
PDPK1,AKT2,1
PIK3CA,AKT2,3
PIK3CB,AKT2,3
PIK3CD,AKT2,3
PIK3R1,AKT2,3
PIK3R2,AKT2,3
PIK3R3,AKT2,3
PTEN,AKT2,3
THEM4,AKT2,2
PPP2R3B,AKT2,2
PPP2R3C,AKT2,2
PPP2CA,AKT2,2
PPP2CB,AKT2,2
PPP2R1A,AKT2,2
PPP2R1B,AKT2,2
PPP2R2A,AKT2,2
PPP2R2B,AKT2,2
PPP2R2C,AKT2,2
PPP2R3A,AKT2,2
PPP2R5A,AKT2,2
PPP2R5B,AKT2,2
PPP2R5C,AKT2,2
PPP2R5D,AKT2,2
PPP2R5E,AKT2,2
PPP2R2D,AKT2,2
HSP90AA1,AKT2,1
HSP90AB1,AKT2,1
HSP90B1,AKT2,1
CDC37,AKT2,1
CRTC2,AKT2,1
PHLPP2,AKT2,2
PHLPP1,AKT2,2
PIK3R6,AKT2,3
PIK3R5,AKT2,3
PIK3CG,AKT2,3
MTCP1,AKT2,1
TCL1A,AKT2,1
TCL1B,AKT2,1
PIK3CA,PDPK1,3
PIK3CB,PDPK1,3
PIK3CD,PDPK1,3
PIK3R1,PDPK1,3
PIK3R2,PDPK1,3
PIK3R3,PDPK1,3
PTEN,PDPK1,3
PIK3R6,PDPK1,3
PIK3R5,PDPK1,3
PIK3CG,PDPK1,3
IRS1,PIK3CA,1
HRAS,PIK3CA,1
KRAS,PIK3CA,1
NRAS,PIK3CA,1
CD19,PIK3CA,1
PTK2,PIK3CA,1
RAC1,PIK3CA,1
JAK1,PIK3CA,1
JAK2,PIK3CA,1
JAK3,PIK3CA,1
PIK3AP1,PIK3CA,1
IRS1,PIK3CB,1
HRAS,PIK3CB,1
KRAS,PIK3CB,1
NRAS,PIK3CB,1
CD19,PIK3CB,1
PTK2,PIK3CB,1
RAC1,PIK3CB,1
JAK1,PIK3CB,1
JAK2,PIK3CB,1
JAK3,PIK3CB,1
PIK3AP1,PIK3CB,1
IRS1,PIK3CD,1
HRAS,PIK3CD,1
KRAS,PIK3CD,1
NRAS,PIK3CD,1
CD19,PIK3CD,1
PTK2,PIK3CD,1
RAC1,PIK3CD,1
JAK1,PIK3CD,1
JAK2,PIK3CD,1
JAK3,PIK3CD,1
PIK3AP1,PIK3CD,1
IRS1,PIK3R1,1
HRAS,PIK3R1,1
KRAS,PIK3R1,1
NRAS,PIK3R1,1
CD19,PIK3R1,1
PTK2,PIK3R1,1
RAC1,PIK3R1,1
JAK1,PIK3R1,1
JAK2,PIK3R1,1
JAK3,PIK3R1,1
PIK3AP1,PIK3R1,1
IRS1,PIK3R2,1
HRAS,PIK3R2,1
KRAS,PIK3R2,1
NRAS,PIK3R2,1
