from,to,value
EIF2S1,ATF4,1
ATF4,DDIT3,1
ATF6B,DDIT3,1
ATF6,DDIT3,1
XBP1,DDIT3,1
NFE2L2,DDIT3,1
MAP2K7,MAPK8,1
MAP2K7,MAPK9,1
MAP2K7,MAPK10,1
ERN1,TRAF2,1
TRAF2,MAP3K5,1
MAP3K5,MAP2K7,1
PPP1R15A,EIF2S1,2
EIF2AK3,EIF2S1,1
ATF4,PPP1R15A,1
CAPN1,CASP12,1
CAPN2,CASP12,1
BAK1,CAPN1,1
BAX,CAPN1,1
BAK1,CAPN2,1
BAX,CAPN2,1
NPLOC4,VCP,3
UBXN2A,VCP,3
UBXN4,VCP,3
UBXN1,VCP,3
NSFL1C,VCP,3
UBXN8,VCP,3
UBXN6,VCP,3
SVIP,VCP,3
SEC31A,SEC24B,3
SEC31B,SEC24B,3
SEC13,SEC24B,3
SEC31A,SEC23B,3
SEC31B,SEC23B,3
SEC13,SEC23B,3
SEC31A,SEC23A,3
SEC31B,SEC23A,3
SEC13,SEC23A,3
SEC31A,SEC24A,3
SEC31B,SEC24A,3
SEC13,SEC24A,3
SEC31A,SEC24C,3
SEC31B,SEC24C,3
SEC13,SEC24C,3
SEC31A,SEC24D,3
SEC31B,SEC24D,3
SEC13,SEC24D,3
NPLOC4,UFD1,3
VCP,NPLOC4,3
UFD1,NPLOC4,3
SVIP,NPLOC4,2
BCL2,BAK1,2
BCL2,BAX,2
WFS1,ATF6B,2
WFS1,ATF6,2
ERN1,XBP1,1
ERO1A,PDIA6,1
ERO1B,PDIA6,1
ERO1A,ERP29,1
ERO1B,ERP29,1
ERO1A,P4HB,1
ERO1B,P4HB,1
ERO1A,TXNDC5,1
ERO1B,TXNDC5,1
ERO1A,PDIA4,1
ERO1B,PDIA4,1
VCP,UBXN2A,3
SVIP,UBXN2A,2
VCP,UBXN4,3
SVIP,UBXN4,2
VCP,UBXN1,3
SVIP,UBXN1,2
VCP,NSFL1C,3
SVIP,NSFL1C,2
VCP,UBXN8,3
SVIP,UBXN8,2
VCP,UBXN6,3
SVIP,UBXN6,2
VCP,SVIP,3
EIF2AK3,NFE2L2,1
SEC24B,SEC31A,3
SEC23B,SEC31A,3
SEC23A,SEC31A,3
SEC24A,SEC31A,3
SEC24C,SEC31A,3
SEC24D,SEC31A,3
SAR1B,SEC31A,3
SAR1A,SEC31A,3
SEC24B,SEC31B,3
SEC23B,SEC31B,3
SEC23A,SEC31B,3
SEC24A,SEC31B,3
SEC24C,SEC31B,3
SEC24D,SEC31B,3
SAR1B,SEC31B,3
SAR1A,SEC31B,3
SEC24B,SEC13,3
SEC23B,SEC13,3
SEC23A,SEC13,3
SEC24A,SEC13,3
SEC24C,SEC13,3
SEC24D,SEC13,3
SAR1B,SEC13,3
SAR1A,SEC13,3
SEC31A,SAR1B,3
SEC31B,SAR1B,3
SEC13,SAR1B,3
PREB,SAR1B,1
SEC31A,SAR1A,3
SEC31B,SAR1A,3
SEC13,SAR1A,3
PREB,SAR1A,1
DDIT3,BCL2,2
