from,to,value
HLA-DMA,CD74,1
HLA-DMB,CD74,1
HLA-DOA,CD74,1
HLA-DOB,CD74,1
HLA-DPA1,CD74,1
HLA-DPB1,CD74,1
HLA-DQA1,CD74,1
HLA-DQA2,CD74,1
HLA-DQB1,CD74,1
HLA-DRA,CD74,1
HLA-DRB1,CD74,1
HLA-DRB3,CD74,1
HLA-DRB4,CD74,1
HLA-DRB5,CD74,1
CTSB,CD74,1
CTSL,CD74,1
CTSS,CD74,1
LGMN,CD74,1
HLA-DMB,HLA-DMA,3
HLA-DOA,HLA-DMA,3
HLA-DOB,HLA-DMA,3
HLA-DPA1,HLA-DMA,3
HLA-DPB1,HLA-DMA,3
HLA-DQA1,HLA-DMA,3
HLA-DQA2,HLA-DMA,3
HLA-DQB1,HLA-DMA,3
HLA-DRA,HLA-DMA,3
HLA-DRB1,HLA-DMA,3
HLA-DRB3,HLA-DMA,3
HLA-DRB4,HLA-DMA,3
HLA-DRB5,HLA-DMA,3
CD4,HLA-DMA,3
HLA-DMA,HLA-DMB,3
HLA-DOA,HLA-DMB,3
HLA-DOB,HLA-DMB,3
HLA-DPA1,HLA-DMB,3
HLA-DPB1,HLA-DMB,3
HLA-DQA1,HLA-DMB,3
HLA-DQA2,HLA-DMB,3
HLA-DQB1,HLA-DMB,3
HLA-DRA,HLA-DMB,3
HLA-DRB1,HLA-DMB,3
HLA-DRB3,HLA-DMB,3
HLA-DRB4,HLA-DMB,3
HLA-DRB5,HLA-DMB,3
CD4,HLA-DMB,3
HLA-DMA,HLA-DOA,3
HLA-DMB,HLA-DOA,3
HLA-DOB,HLA-DOA,3
HLA-DPA1,HLA-DOA,3
HLA-DPB1,HLA-DOA,3
HLA-DQA1,HLA-DOA,3
HLA-DQA2,HLA-DOA,3
HLA-DQB1,HLA-DOA,3
HLA-DRA,HLA-DOA,3
HLA-DRB1,HLA-DOA,3
HLA-DRB3,HLA-DOA,3
HLA-DRB4,HLA-DOA,3
HLA-DRB5,HLA-DOA,3
CD4,HLA-DOA,3
HLA-DMA,HLA-DOB,3
HLA-DMB,HLA-DOB,3
HLA-DOA,HLA-DOB,3
HLA-DPA1,HLA-DOB,3
HLA-DPB1,HLA-DOB,3
HLA-DQA1,HLA-DOB,3
HLA-DQA2,HLA-DOB,3
HLA-DQB1,HLA-DOB,3
HLA-DRA,HLA-DOB,3
HLA-DRB1,HLA-DOB,3
HLA-DRB3,HLA-DOB,3
HLA-DRB4,HLA-DOB,3
HLA-DRB5,HLA-DOB,3
CD4,HLA-DOB,3
HLA-DMA,HLA-DPA1,3
HLA-DMB,HLA-DPA1,3
HLA-DOA,HLA-DPA1,3
HLA-DOB,HLA-DPA1,3
HLA-DPB1,HLA-DPA1,3
HLA-DQA1,HLA-DPA1,3
HLA-DQA2,HLA-DPA1,3
HLA-DQB1,HLA-DPA1,3
HLA-DRA,HLA-DPA1,3
HLA-DRB1,HLA-DPA1,3
HLA-DRB3,HLA-DPA1,3
HLA-DRB4,HLA-DPA1,3
HLA-DRB5,HLA-DPA1,3
CD4,HLA-DPA1,3
HLA-DMA,HLA-DPB1,3
HLA-DMB,HLA-DPB1,3
HLA-DOA,HLA-DPB1,3
HLA-DOB,HLA-DPB1,3
HLA-DPA1,HLA-DPB1,3
HLA-DQA1,HLA-DPB1,3
HLA-DQA2,HLA-DPB1,3
HLA-DQB1,HLA-DPB1,3
HLA-DRA,HLA-DPB1,3
HLA-DRB1,HLA-DPB1,3
HLA-DRB3,HLA-DPB1,3
HLA-DRB4,HLA-DPB1,3
